place,description,category,price,latitude,longitude
Bentara Budaya Yogyakarta (BBY),"Bentara Budaya Yogyakarta is a cultural center located in Yogyakarta, Indonesia. Bentara Budaya Yogyakarta was opened on September 26, 1982, funded by the Kompas Gramedia Group. Bentara Budaya Yogyakarta is a branch of Bentara Budaya Jakarta, a cultural institution managed by the Kompas Gramedia Group which also has several cultural centers in Jakarta, Surakarta (as Balai Soedjatmoko), and Bali.",Budaya,0,-7.7857242,110.3746954
Goa Rancang Kencono,"Goa Rancang Kencono located in Menggoran Hamlet, Bleberan Village, Playen District, Gunungkidul, Yogyakarta, is one of the caves inhabited by prehistoric to modern humans. It is estimated that the cave located in the Sri Getuk waterfall area has been inhabited since 3000 years ago. From the book Ragam Warisan Budaya dan Cagar Budaya Gunungkidul written by Winarsih (Head of the Section of Antiquities and Museums, Division of Heritage and Cultural Values ​​Preservation, Gunungkidul Cultural Service), UGM Yogyakarta Archaeology in 2001 had conducted the research. Goa Rancang Kencono has been inhabited by humans since 3000 years ago with evidence of human bone findings.",Cagar Alam,5000,-7.9492612,110.4926511
Goa Cerme,"Cerme Cave (Javanese: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Cerme Cave) is a historical cave and also a tourist attraction located in Srunggo Hamlet, Selopamioro Village, Imogiri District, Bantul Regency or about 20 km south of Yogyakarta City. Cerme Cave is 1.5 km long which reaches a spring in Panggang area, namely in Ploso Hamlet, Giritirto Village, Purwosari District, Gunungkidul Regency.\nBeside Cerme Cave, there are other smaller caves around it such as Dalang Cave, Ledek Cave, Badut Cave and Kaum Cave which are often used for meditation. To reach the cave, there is a 759 m high staircase. The word cerme comes from the word wacana which implies a conversation conducted by the Walisongo. Cerme Cave was previously used by the Walisongo to spread Islam in Java. In addition, Cerme Cave was also used to discuss plans to establish the Great Mosque of Demak. Every Monday or Tuesday wage, a thanksgiving ceremony is always held to ask for blessings from God.",Cagar Alam,3000,-7.9794413,110.3803114
Wisata Kraton Jogja,"Kraton Jogja is a royal complex located right in the middle of the city of Yogyakarta. The palace, which was founded along with the Giyanti agreement in 1755 which divided the Islamic Mataram Kingdom into the Ngayogyakarta Surakarta Kingdom, holds the beauty of Javanese architecture that is undoubtedly, and is one of the best palace complexes in Java. The beauty of Kraton Jogja cannot be separated from its founder, namely Sri Sultan Hamengkubuwono I who was the architect of this kingdom. If you are on a tour to Kraton Jogja, then if you are from Jalan Malioboro, first you will be greeted by the Pangurakan Gate which has a strong Javanese architecture which is adjacent to the Dutch East Indies buildings. After entering it, you will enter the North Square which has a fairly large area. Around it are closed Joglos called Gedhong and open ones called Tratag. In this area there are several culinary choices that are very suitable for you to visit before you enter the Yogyakarta Palace complex, so you don't feel hungry.",Budaya,7000,-7.8067535,110.3636659
Desa Wisata Kelor,"Kelor tourism village is one of the villages in Sleman district which is currently being developed into a tourism village. Kelor tourism village offers a rural atmosphere whose residents work as farmers, ranchers, and mushroom cultivators. There are many green plants that stretch out with beautiful natural scenery. Kelor tourism village has friendly people and a very comfortable village environment. Kelor village also has a river, and the water in the river is still clear and beautiful.",Taman Hiburan,0,-7.6410258,110.3622794
Pantai Patihan,"This beach is located in Srigading, Sanden and quite close to Goa Cemara Beach. The place is also really fun for taking pictures, not much different from Pandasari.",Bahari,5000,-7.997778,110.2449113
Pantai Kukup,"Kukup Beach is one of the beaches that has a stretch of white sand that is famous in Gunung Kidul Regency, Yogyakarta. In addition to having beautiful beach views, this beach also provides its own uniqueness. On this beach there is a Karang island which is the main attraction for local or foreign tourists. Because on this Karang island, tourists can enjoy the beauty of a very charming beach. This beautiful beach is located to the east of Baron Beach, approximately 1 km away. Precisely located in Kemadang Village, Tanjungsari District, Gunung Kidul Regency, Yogyakarta. Kukup Beach is still in one row with Baron Beach, Krakal Beach, Sundak Beach, Sepanjang Beach and other beaches. The distance from Jogja City to this beach is about 40 km while the distance from Wonosari City is about 25 km.",Bahari,10000,-8.1338763,110.5548349
Pantai Ngrawe (Mesra),"Gunungkidul Regency is one of the areas in Yogyakarta with the largest collection of beaches. There are countless beaches along the southern coast. Some remain natural, while others have been deliberately touched to make them more beautiful. One of them is Ngrawe Beach located in Kemadang, Gunungkidul. As a tourist beach, this beach, which is also known as Mesra Beach, is popular thanks to the power of social media. While other beaches offer natural beauty, Ngrawe Beach presents an unusual ""park"" concept. Interested in trying to travel to a beachside park? This beach could be the right choice!",Bahari,10000,-8.1333389,110.5537405
Pantai Ngobaran,"Ngobaran Beach is one of the natural tourist attractions located in the southern coastal sea cluster, precisely in Kanigoro Village, Saptosari District, Gunungkidul Regency, Special Region of Yogyakarta, 2 km from Ngrenehan Beach.\nThis beach is very beautiful when the water recedes, then small pools are visible formed from coral reefs covered by algae (green seaweed as a raw material for cosmetics) and there are many other marine biota that may be trapped in the coral pools. This is what supports the lives of inland fishermen, namely fishermen who do not need ships or boats to get marine products, they are quite active on the beach. Marine biota that are often found are lobsters, sea urchins, shellfish, starfish and of course seaweed itself.",Bahari,5000,-8.1184844,110.5028785
Pantai Pulang Sawal,"Pulang Sawal Beach in Tepus District can be tried. Tourists are more familiar with the name Indrayanti to refer to this beach. Not only local visitors, foreign tourists are also captivated by its charm.",Bahari,10000,-8.1506589,110.6126311
Pantai Baron,"Baron Beach is one of the tourist attractions in the form of a beach located in Kemadang Village, Tanjungsari District, Gunungkidul Regency. The location of Baron Beach can be reached 40 km from the center of Yogyakarta. The origin of the name Baron Beach comes from the name of a Dutch nobleman named Baron Skeber. The nobleman once landed his ship on the south coast, precisely on the beach which is currently known as Baron Beach. The road to the Baron Beach tourist attraction is good enough for private vehicles, motorbikes and buses. The Baron Beach tourist attraction is a beach that forms a basin. Like other beaches, at Baron Beach there are various sea fish and their processed products. The fish that are usually sold at Baron Beach are tiger prawns, snapper, white pomfret and tuna. Baron Beach has facilities in the form of a fish auction place, children's play area, motorized boats, and souvenir shops. Soursop fruit, horn bananas, soursop, and various souvenirs made from sea shells. Many seashell souvenirs sold at Baron Beach are brooches, seashell curtains, decorative lamps, mirrors decorated with coral, figurines, and various animal characters that are also made from seashells. The sea alms ceremony is a ceremony that is still often performed by the Gunungkidul community. Baron Beach is one of the places to hold the sea alms ceremony. The sea alms ceremony is held every first of Syuro in the Javanese calendar. The sea alms ceremony is held as an expression of gratitude from the local residents for the abundant fish catch at Baron Beach. Initially, most of the residents around Baron Beach were not fishermen but farmers who cultivated gardens. Once there was someone who started catching fish on the edge of the beach and got a lot of fish, then many residents followed the person to catch fish. Over time, the fish on the edge of the beach became fewer and fewer, then residents tried to catch fish in the middle of the sea using wooden rafts. The existence of boats on this beach is because once there was a tragedy where a fisherman was bitten by a shark while catching fish in the middle of the sea, so this news spread everywhere and made the government donate boats to the fishermen at Baron Beach. The uniqueness of Baron Beach is the existence of an underground river that flows quite fast towards the ocean. The underground river flows towards the sea and forms a river. The unique thing about the underground river at Baron Beach is that the water is fresh even though it is very close to the sea. Visitors who do not dare to play and swim in the sea can play in the water and swim in the underground river. Another view at Baron Beach is a hill around the beach. Visitors can enjoy the beauty of the beach from the top of the hill.",Bahari,10000,-8.1288246,110.5487763
Pantai Pok Tunggal,"Pok Tunggal Beach or commonly called ""the hidden paradise"" is one of the tourist attractions in Yogyakarta, precisely in Tepus Village, Tepus, Gunung Kidul, Yogyakarta. If calculated from the city, the distance is 80 km or about 2 hours drive.\nThe name Pok Tunggal Beach was taken because on the beach there is an old duras tree that stands firmly until now. This beach is surrounded by karst hill cliffs. There are coral cliffs overgrown with dense trees and inhabited by tame monkeys. Uniquely, this beach has a freshwater river underground which is a source of life for the people around the beach. Like other southern beaches, Pok Tunggal Beach has fine white sand that stretches along the coast. Until now, Pok Tunggal Beach is still clean and natural.\nThis beach is very crowded with visitors both during holidays and on weekdays. There are many activities offered at Pok Tunggal Beach, such as diving, snorkeling, swimming, camping, taking pictures in beautiful photo spots, to extreme activities such as rock climbing.",Bahari,10000,-8.1554468,110.6217582
Hutan Pinus Asri,"Almost all areas in Dlingo and its surroundings are overgrown with pine trees. One of them is the Asri Pine Forest area in Karangasem Hamlet. Because of its beauty, it is no wonder that many tourists come to take pictures. The cool air collaborates with the beautiful rows of pine trees. If you look closely, the view of these pine trees looks like a view in the Northwest Pacific. Moreover, the thin mist in the morning envelops it calmly.",Cagar Alam,2500,-7.9209209,110.4355651
Pasar Kebon Empring Bintaran,"Kebon Empring Market is one of the tourist attractions in Piyungan District that offers traditional culinary such as sego or wader rice, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek to dawet batok and seruni. The prices offered are relatively cheap, starting from IDR 3,000 to IDR 17,000. Kebon Pring Market was opened for tourist visits on May 17, 2018. It is named Kebon Empring Market because almost all around the tourist attraction are bamboo trees or empring in Javanese. The location began to become a tourist attraction initially because many people took selfies on the Kali Gawe bridge in the Kebon Empring market location. After the Kali Gawe bridge was inaugurated in February 2018, four months later local residents took advantage of it and developed it into a tourist location by adding supporting tourism facilities and infrastructure such as parks, selfie destinations, and a pavilion above the Kali Gawe.",Pusat Perbelanjaan,0,-7.8363205,110.4575806
"Bukit Paralayang, Watugupit","Parangtritis Paragliding Hill is a tourist spot in Yogyakarta, this place presents a view of Parangtritis beach from the top of the hill with a height of 900 meters above sea level and a view of the sunset. In addition, on the Parangtritis Paragliding Hill there is an extreme sport of paragliding, for tourists who are interested, there are experts to accompany them. Initially this hill was just an ordinary hill. Then in 1991 the first concrete runway was made which was used for paragliding sports. Then continued the construction of the pendopo facilities, stairs, and parking area in 1998",Cagar Alam,5000,-8.0268551,110.3459122
Kampung Wisata Dipowinatan,"Dipowinatan Tourism Village is a village developed by the Yogyakarta Tourism Office for tourism purposes. The village is one of 17 currently being developed by the Yogyakarta City Government. To be precise, Dipowinatan Village is located in Keparakan Village, Mergangsan District, Yogyakarta City. The main advantage highlighted by the village is the concept of live in or recreation that blends with the surrounding community while blending with the cultural elements and locality of the existing community. In the village, visitors will be treated to several unique facilities such as visiting Javanese family homes wearing traditional Javanese clothing and added with artistic entertainment as well as Javanese culinary delights.",Budaya,220000,-7.8105529,110.3704987
Watu Mabur Mangunan,"The Watu Mabur Cliff area is relatively new to the public. This is because the tourism potential in the Mangunan area has not been developed in such a way. In the past, the Watu Mabur Cliff area was an area used for camping. The camping area itself is quite large and can accommodate dozens of large tents. Until now, the camping area still exists, but it is rarely used for camping activities, because in Yogyakarta there are so many spots for camping. Visiting the Watu Mabur Cliff is not complete if you don't try some of the photo spots that are now very popular. The most famous photo spot is the highway / runway which ends right facing the cliff. So when you take a photo in this place it's like being on an endless road.",Cagar Alam,2500,-7.947121,110.441
Pintoe Langit Dahromo,"Pintu Langit Dahromo provides various hitz and instagrammable selfie spots with a panoramic background of the beauty of a special part of Jogja City. The various photo spots include a photo spot of a house with flowers around it, a sky door, a love-shaped observation post, and there are also dragonfly wings. Pintu Langit Dahromo is located on Jl. Dahromo, Karang Asem, Muntuk, Dlingo, Bantul, Special Region of Yogyakarta 55783. It is precisely located on the hilly tourist route south of Lintang Sewu hill. To reach Pintu Langit, the travel route is quite easy because it is close to other tourist attractions.",Cagar Alam,2500,-7.913608,110.437783
Green Village Gedangsari,"Green Village Gedangsari Gunungkidul Tourism is a natural tourism that is quite amazing, the charm of nature in the form of expanses of shady green trees and cool air, even now there is the longest flying fox ride in Southeast Asia. Located in the highlands, visitors can see the panorama of the city of Jogja, Klaten to the city of Solo. Several fun holiday activities can be done while on vacation at Green Village Gunungkidul. Along the path starting from the entrance gate to the peak location, it is no wonder that many visitors take selfies along the way. This is because the natural charm is still pristine, so it is very suitable as a background for taking selfies with family, friends or even with a partner. Of course, many visitors bring selfie sticks and some even use drones to record the exciting moments and natural beauty of Gunungkidul through camera shots.",Taman Hiburan,2000,-7.813094,110.615571
Kebun Teh Nglinggo,"Nglinggo Tea Garden Tourism is the only tea garden in Yogyakarta. Actually, this tea garden is a place of livelihood for residents around Pagerhajo. Then the residents had the idea to make it a tourist spot. With its natural charm, Nglinggo Tea Garden has become a fairly famous tourist attraction in Kulon Progo. Nglinggo Tea Garden is located in the Menoreh Hills area. Its location is in Nglinggo Tourism Village, West Nglinggo, Pagerharjo, Samigaluh, Kulon Progo Regency, DIY. This tour offers a tourist attraction in the form of a stretch of tea plantations with an area of ​​​​about 136 hectares at an altitude of 900-1000 meters above sea level. There, visitors can see tea pickers and can also participate in harvesting tea leaves. If not satisfied, visitors can also climb to the Kendeng Peak of Kukusan Mountain, and will be spoiled with natural scenery that captivates the eye and the cool air of the mountains that are still natural. From the peak, visitors will be presented with views of the eight large mountains in Jogja and Central Java. Visitors can also explore Nglinggo Tea Garden by jeep or trail bike. Although it is open from 06.00-18.00 WIB, Nglinggo Tea Garden can be used as a tourist attraction to hunt for sunrise. Because visitors can spend the night in a home stay around. The entrance ticket price for Nglinggo Tea Garden tourist attraction is IDR 5,000 per person.",Cagar Alam,6000,-7.647054,110.1414699
Geoforest Watu Payung Turunan,"For sunrise hunters who live or reside in Yogyakarta and its surroundings, Geoforest Watu Payung Turunan is the right destination. The beauty of the sunrise, natural panorama, and unique ornaments are a perfect combination presented in Geoforest Watu Payung Turunan. Not only for taking pictures, this tourist attraction is also suitable for simply relaxing and enjoying the beautiful morning.",Cagar Alam,0,-7.974294,110.4364363
Pantai Timang,"Timang Beach is a tourist attraction in the form of a beach, namely an area that is the boundary between the ocean and land located in Gunungkidul Regency, Special Region of Yogyakarta. Timang Beach is one of the beaches in Yogyakarta with white sand. Timang Beach is located between Siung Beach and Sundak Beach, Gunungkidul. Access to this beach is quite difficult, many roads to this beach are still not paved because the location of this beach is quite remote. The uniqueness of this beach is that there is an island that is a habitat for sea lobsters across the beach.",Bahari,10000,-8.1759266,110.6624196
Puncak Segoro,"Puncak Segoro is the newest tourist destination in Yogyakarta that offers a charming sunset view. Puncak Segoro Jogja itself is located on the southern coast of Yogyakarta. Why is it named Puncak Segoro? Because its location is above the ocean with an extraordinary natural landscape. In the form of a high cliff facing the south sea, it makes the beauty of the panorama presented so special.",Cagar Alam,5000,-8.1026167,110.4562084
Candi Borobudur,"Borobudur (Javanese: ꦕꦤ꧀ꦝꦶ​ꦧꦫꦧꦸꦝꦸꦂ, translit. Candhi Barabudhur) is a Buddhist temple located in Borobudur, Magelang, Central Java, Indonesia. This temple is located approximately 100 km southwest of Semarang, 86 km west of Surakarta, and 40 km northwest of Yogyakarta. This stupa-shaped temple was built by Mahayana Buddhists around 800 AD during the reign of the Syailendra dynasty. Borobudur is the largest Buddhist temple or shrine in the world, as well as one of the largest Buddhist monuments in the world. This monument consists of six square terraces topped by three circular courtyards, the walls are decorated with 2,672 relief panels and originally there were 504 Buddha statues. Borobudur has the most complete and largest collection of Buddhist reliefs in the world. The largest main stupa is located in the center and crowns this building, surrounded by three circular rows of 72 perforated stupas in which there is a statue of Buddha sitting cross-legged in a perfect lotus position with the Dharmachakra mudra (turning the wheel of dharma). Pilgrims enter via the east side and begin the ritual at the base of the temple by walking in a clockwise circle around this sacred building, while continuing to climb the next steps through the three realms of Buddhist cosmology. The three levels are Kāmadhātu (the realm of lust), Rupadhatu (the realm of form), and Arupadhatu (the realm of intangibility). On their journey, pilgrims walk through a series of corridors and stairs, witnessing no less than 1,460 beautiful relief panels carved on the walls and balustrades. According to historical evidence, Borobudur was abandoned in the 14th century as the influence of the Hindu and Buddhist kingdoms in Java weakened and the influence of Islam began to enter. The world began to realize the existence of this building since it was discovered in 1814 by Sir Thomas Stamford Raffles, who at that time served as the British Governor-General of Java. Since then, Borobudur has undergone a series of rescue and restoration efforts (repairs). The largest restoration project was held between 1975 and 1982 through the efforts of the Government of the Republic of Indonesia and UNESCO, then this historic site was included in the list of World Heritage Sites. Borobudur is still used as a place of religious pilgrimage; every year Buddhists who come from all over Indonesia and abroad gather in Borobudur to commemorate the Trisuci Waisak. In the world of tourism, Borobudur is the single most visited tourist attraction in Indonesia.",Budaya,50000,-7.6078738,110.2037513
Candi Ijo,"Candi Ijo (Javanese: ꦕꦤ꧀ꦝꦶ​ꦆꦗꦺꦴ, translit. Candhi Ijo) is a Hindu temple complex, located 4 kilometers southeast of Ratu Boko Temple or approximately 18 kilometers east of the city of Yogyakarta. This temple is estimated to have been built between the 10th and 11th centuries AD during the Medang Kingdom of the Mataram period.",Budaya,5000,-7.7838276,110.5118987
Pantai Indrayanti,"Indrayanti Beach offers stunning natural beauty. The expanse of sand and the blue sea are a charm like no other. Indrayanti Beach is one of the recommended tourist attractions in Yogyakarta for tourists. If you feel bored in Malioboro, this beach can be an option.",Bahari,10000,-8.1508415,110.6129852
Pantai Nglambor,"Nglambor Beach is an exotic beach located in Purwodadi Village, Tepus District, Gunung Kidul, Special Region of Yogyakarta. Its location is right next to the west of Siung Beach and east of Jogan Beach. Approximately 74 km from the center of Jogja, this beach offers a beautiful beach panorama. There are two large rocks that resemble turtles right in front of the bay.\nThe clear sea water allows visitors to freely see coral, seaweed, fish with various colors chasing each other, and various other marine biota from the surface of the water. Visitors can also snorkel and swim on this beach without having to worry about being rolled by big waves because the location of the beach is in a bay. Often visitors come from outside the city and even abroad, such as tourists from the Netherlands, France and Singapore",Bahari,10000,-8.1827028,110.6792399
Pasar Beringharjo,"Beringharjo Market (Javanese: ꦥꦱꦂꦧꦼꦫꦶꦁꦲꦂꦗ, translit. Pasar Beringharjo) is the oldest market with historical and philosophical values ​​that cannot be separated from the Yogyakarta Palace. Beringharjo has a literal meaning of a banyan tree forest that is expected to provide prosperity for the people of Yogyakarta. Beringharjo Market is located on Jalan Jenderal Ahmad Yani number 16, Yogyakarta. There are many types of goods that can be purchased at Beringharjo Market, ranging from batik, market snacks, ancient money, children's and adult clothing, fast food, traditional herbal medicine ingredients, basic necessities to antiques.",Pusat Perbelanjaan,0,-7.7987943,110.367443
Museum Ullen Sentalu,"Ullen Sentalu Museum, (Javanese: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦈꦭ꧀ꦭꦺꦤ꧀​ꦱꦼꦤ꧀ꦠꦭꦸ, translit. Musiyum Ullèn Sentalu) is located in Pakem District (Kaliurang), Sleman Regency, Special Region of Yogyakarta, is a museum that displays the culture and life of the nobles of the Mataram Dynasty (Kasunanan Surakarta, Yogyakarta Sultanate, Praja Mangkunegaran, and Pakualaman Duchy) along with a collection of various batik (both Yogyakarta and Surakarta styles).\nThis museum also displays figures of kings and their queens in various types of clothing worn, both for formal events and for everyday use. \nThe name Ullen Sentalu is an acronym of Javanese: “ULating bLENcong SEjatiNe TAtaraning LUmaku” which means “The flame of the blencong lamp as a guide for mankind in walking and pursuing life”. This philosophy is taken from an oil lamp used in wayang kulit (blencong) performances which is a light that always moves to direct and illuminate our life journey. This museum was founded by one of the Yogyakarta nobles who was known to be very close to the Surakarta and Yogyakarta palace families. \nAt the Ullen Sentalu Museum, you can learn how Javanese ancestors made batik which has deep meaning and significance in each pattern. There are also various histories about the state of Javanese culture from the Ancient Mataram era to Islamic Mataram with all its rules. The well-built state of the museum is able to make visitors feel as if they are absorbed into the amazing ancient Javanese era.",Budaya,100000,-7.5978656,110.4233959
Museum Gunung Merapi,"Mount Merapi Museum (Javanese: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Mount Merapi Museum) is a historical museum located in Yogyakarta, precisely on Jln. Boyong, Banteng Hamlet, Hargobinangun Village, Pakem District, Sleman Regency, Special Region of Yogyakarta, about five kilometers from the Kaliurang tourist area. The Mount Merapi Museum was inaugurated on October 1, 2009 by the Minister of Energy and Mineral Resources (ESDM), Purnomo Yusgiantoro. With a building area of ​​around 4,470 standing on 3.5 hectares of land, the museum which in the future will also be equipped with a park, parking area, and plaza wants to be known to the public as the Mount Merapi Museum with the motto Merapi Jendela Bumi. The Mount Merapi Museum can be used as a means of education, dissemination of information on aspects of volcanoes in particular and other geological disasters that are recreational-educational for the wider community with the aim of providing insight and understanding of scientific aspects, as well as socio-cultural and others related to volcanoes and other sources of geological disasters. The Mount Merapi Museum is expected to be an alternative solution as a very important and potential facility as a center for volcano information services in an effort to educate the community, as well as a medium for increasing public awareness and vigilance about the benefits and threats of volcanic eruptions and other geological disasters.",Budaya,10000,-7.6159272,110.4243329
Pantai Parangtritis,"Parangtritis Beach (Javanese: ꦥꦱꦶꦱꦶꦂ ꦥꦫꦁꦠꦿꦶꦠꦶꦱ꧀, translit. Pasisir Parangtritis) is a tourist attraction located in Parangtritis Village, Kretek, Bantul Regency, Special Region of Yogyakarta. The distance is approximately 27 km from the center of Yogyakarta City. This beach can be said to be one of the famous tourist destinations in Yogyakarta and the most favorite among tourists for a long time, even Parangtritis Beach has become a tourism icon in Yogyakarta. Parangtritis Beach has a symbolic value which is a magical line that connects Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta and Mount Merapi which is known as the Imaginary Line of Yogyakarta.\nThe beach located on the east side of Parangkusumo Beach is famous among tourists because it has a legend attached to Ratu Kidul as the ruler of the southern sea and its beauty. This beach is a fairly wide beach in Yogyakarta, different from other beaches in the Yogyakarta area such as the beach in Gunungkidul which is relatively small in size.",Bahari,10000,-8.024608,110.3298045
Goa Pindul,"Pindul Cave is a tourist attraction in the form of a cave located in Bejiharjo Village, Karangmojo District, Gunungkidul Regency. Pindul Cave is known for the way to explore the cave which is done by riding a floating tire on the underground river flow in the cave, this activity is known as cave tubing.",Cagar Alam,40000,-7.9339721,110.651966
Candi Ratu Boko,"Ratu Baka Site or Candi Boko (Hanacaraka: ꦕꦤ꧀ꦝꦶ​ꦫꦠꦸ​ꦧꦏ, Javanese: Candhi Ratu Baka) is an ancient site which is a complex of several building remains located approximately 3 km south of the Prambanan Temple complex, 18 km east of Yogyakarta City or 50 km southwest of Surakarta City, Central Java, Indonesia. Ratu Boko Site is located on a hill at an altitude of 196 meters above sea level. The total area of ​​the complex is approximately 25 ha.",Budaya,75000,-7.7705416,110.4894158
Pantai Depok Jogja,"Depok Beach (Javanese: ꦥꦱꦶꦱꦶꦂ ꦝꦺꦥꦺꦴꦏ꧀, translit. Pasisir Dhépok) is a beach tourist attraction located in Kretek District, Bantul Regency, Special Region of Yogyakarta, about thirty kilometers south of Yogyakarta City. This beach is famous for its fish market whose fish are the catch of Depok Beach fishermen.",Bahari,10000,-8.0137087,110.2914777
Pantai Sundak,"Sundak Beach is one of the beautiful beaches located in Gunung Kidul, precisely near Indrayanti Beach. This beach has white sand and has clean, clear, and refreshing water. But the waves at Sundak Beach are very big, so if you want to play in the water at Sundak Beach, you are expected to be careful. In addition to playing in the water, you can also walk along the beach while enjoying the beauty of this beach. If you walk along the beach as far as 40 meters, you will find small rocks lined up and these rocks are hiding places for small marine animals, but you must still be careful because the rocks are very sharp.",Bahari,5000,-8.147072,110.6079043
Hutan Mangrove Kulon Progo,"Here there is a Kulon Progo Mangrove Forest tourist area that presents its natural beauty. This Mangrove forest provides its own charm besides Glagah beach which has become a prima donna in Kulon Progo. The location of the Kulon Progo mangrove forest is actually already included in the Pasir Mendit area, Temon District, Kulon Progo.",Bahari,5000,-7.8933459,110.0198257
Jogja Bay Pirates Adventure Waterpark,"Jogja Bay Waterpark or Jogja Bay (Javanese: ꦠꦼꦭꦸꦏ꧀ꦔꦪꦺꦴꦒꦾ 'Teluk Ngayogya') is one of the largest water parks in Southeast Asia located in Yogyakarta, Indonesia. This water park was officially opened on December 20, 2015.",Taman Hiburan,150000,-7.7478461,110.4188754
Pantai Sepanjang,"Who would have thought, it turns out that Yogyakarta also has its own ""Kuta"" It is Sepanjang Beach, one of the beaches in Gunungkidul Regency. This area does have a collection of countless beautiful beaches. In fact, this beach is touted as 'Kuta Tempo Doeloe'. Indeed, what kind of charm does this beach offer?",Bahari,10000,-8.1366656,110.5659962
Pantai Krakal,"Krakal Beach is a strategic beach to stop by, besides being able to enjoy the sea panorama, tourists can also taste seafood. There is an icon in the form of a fish-shaped building on a hill that is often used as a photo spot.",Bahari,10000,-8.145019,110.5998857
Pantai Glagah,Glagah Indah Beach is one of the beaches that is a tourist attraction in the province of the Special Region of Yogyakarta. Glagah Indah Beach is one of the beaches in Yogyakarta with a stretch of black sand and contains a lot of iron sand. Glagah Indah Beach has good access,Bahari,5000,-7.9119427,110.0647339
Pantai Siung,"Siung Beach is a beach tourist attraction located in Tepus District, precisely in Duwet Hamlet, Purwodadi Village, Tepus District, Gunungkidul Regency, Special Region of Yogyakarta Province. The location is approximately 75 km from the city of Yogya and has a rock climbing route with 250 international standard routes. Along the way to the beach location, you will be treated to views of limestone hills overgrown with teak trees. The winding and uphill road is a challenge that you must pass before reaching Siung Beach. However, the tiring journey will pay off when you are in the Siung Beach area. The beach with its stretch of white sand and the sound of crashing waves will make your mood and mind calm and peaceful. Because this beach is very remote, the facilities available are still minimal. Accommodation is not yet available here, but if you want to spend the night at Siung Beach, you can use the climber's hut which is shaped like a stilt house with a capacity of approximately 20 people. If you want to spend the night in a natural setting, you can bring your own tent that you can use in the camping ground area.\nIf you are from Yogyakarta City, you can use the Yogyakarta-Wonosari-Tepus-Purwodadi-Pantai Siung route. If you are using public transportation, you can take a bus from Giwangan Terminal Yogyakarta using the Jogja-Wonosari bus. Arriving at the Wonosari terminal, you can use public transportation to Wonosari-Jepitu. When you arrive at the Purwodadi Village Hall Intersection, you can use a motorcycle taxi service, because that is the only public transportation that can be used to get to Siung Beach.",Bahari,10000,-8.1818233,110.6832394
Pantai Sadranan,"Sadranan Beach Jogja is a hidden gemstone that suddenly appears, from within the pile of treasure of a row of beautiful beaches in Jogja. Like other beaches in the South Jogja area, Sadranan Beach also has the characteristic of white sand with coral reefs in the area very close to the shoreline. This white sand is reminiscent of famous beaches such as Kuta in Bali and Mandalika in Lombok. However, this beach in Gunung Kidul has an advantage over the 2 famous beaches, namely the presence of coral reefs on the beach. In addition, this beach is also still relatively quiet. These two advantages allow visitors to truly enjoy the beauty of the beach without being disturbed by the hustle and bustle of humans.",Bahari,10000,-8.145668,110.6043914
Pantai Nguluran,"On Nguluran beach you can only see the expanse of the sea and photo spots. All of these facilities are on the cliff. About a dozen meters from the surface of the beach water. The favorite spot at this beach resort is the glass terrace. This glass terrace can be used as a selfie spot with the beach in the background. Visitors will get very good and beautiful photos to display on IG, FB, or other social media. Especially if the photo is taken at sunset. When taking pictures on the glass terrace, visitors will feel a tense sensation. This tense sensation arises because the glass terrace stands right on the edge of the sea. The sensation that arises is like walking on a rope at a height of dozens of meters above sea water. But don't worry, the management guarantees the safety of visitors, as long as they do not violate the rules that have been made by the management.",Bahari,10000,-8.1060061,110.4618655
Pantai Samas,"Samas Beach (Javanese: ꦥꦱꦶꦱꦶꦂ​ꦱꦩꦱ꧀, translit. Pasisir Samas) is one of the beaches located in a row of beaches east of Parangtritis Beach. The location of Samas Beach is approximately 14 km south of Bantul City or around 35 km from the center of Yogyakarta City, precisely in Srigading Village, Sanden District, Bantul Regency, Special Region of Yogyakarta.",Bahari,4000,-8.0045535,110.2703756
